,estado,municipio,bairros,ano,periodo,levantamento,iip,iib,A1,A2,B,C,D1,D2,E,timestamp,mosquito,longitude_latitude
313,AMAZONAS,MANAUS,PLANALTO,2016,agosto,2,0.58,0.58,0.0,0.0,50.0,0.0,50.0,0.0,0.0,1/8/2016,Aegypti,"(-60.0570965906611, -3.05426692226595)"
314,AMAZONAS,MANAUS,PLANALTO,2017,outubro,2,2.31,2.88,0.0,0.0,30.0,20.0,30.0,20.0,0.0,1/10/2017,Aegypti,"(-60.0570965906611, -3.05426692226595)"
315,AMAZONAS,MANAUS,PLANALTO,2017,fevereiro,1,2.91,4.73,0.0,23.08,30.77,7.69,0.0,38.46,0.0,1/2/2017,Aegypti,"(-60.0570965906611, -3.05426692226595)"
316,AMAZONAS,MANAUS,PLANALTO,2018,outubro,2,4.4,5.77,0.0,4.76,14.29,0.0,33.33,47.62,0.0,1/10/2018,Aegypti,"(-60.0570965906611, -3.05426692226595)"
317,AMAZONAS,MANAUS,PLANALTO,2018,janeiro,1,4.4,5.77,0.0,4.76,14.29,0.0,33.33,47.62,0.0,1/1/2018,Aegypti,"(-60.0570965906611, -3.05426692226595)"
318,AMAZONAS,MANAUS,PLANALTO,2019,fevereiro,1,0.93,1.17,0.0,0.0,80.0,20.0,0.0,0.0,0.0,1/2/2019,Aegypti,"(-60.0570965906611, -3.05426692226595)"
319,AMAZONAS,MANAUS,PLANALTO,2019,novembro,2,2.44,2.89,0.0,15.38,30.77,23.08,0.0,30.77,0.0,1/11/2019,Aegypti,"(-60.0570965906611, -3.05426692226595)"
320,AMAZONAS,MANAUS,PLANALTO,2020,fevereiro,1,1.53,2.05,0.0,12.5,37.5,0.0,50.0,0.0,0.0,1/2/2020,Aegypti,"(-60.0570965906611, -3.05426692226595)"
321,AMAZONAS,MANAUS,PONTA NEGRA,2016,agosto,2,0.82,7.38,0.0,11.11,11.11,0.0,11.11,66.67,0.0,1/8/2016,Aegypti,"(-60.09035917890163, -3.003971279743646)"
322,AMAZONAS,MANAUS,PONTA NEGRA,2017,outubro,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/10/2017,Aegypti,"(-60.09035917890163, -3.003971279743646)"
323,AMAZONAS,MANAUS,PONTA NEGRA,2017,fevereiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/2/2017,Aegypti,"(-60.09035917890163, -3.003971279743646)"
324,AMAZONAS,MANAUS,PONTA NEGRA,2018,outubro,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/10/2018,Aegypti,"(-60.09035917890163, -3.003971279743646)"
325,AMAZONAS,MANAUS,PONTA NEGRA,2018,janeiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2018,Aegypti,"(-60.09035917890163, -3.003971279743646)"
326,AMAZONAS,MANAUS,PONTA NEGRA,2019,fevereiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/2/2019,Aegypti,"(-60.09035917890163, -3.003971279743646)"
327,AMAZONAS,MANAUS,PONTA NEGRA,2019,novembro,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/11/2019,Aegypti,"(-60.09035917890163, -3.003971279743646)"
328,AMAZONAS,MANAUS,PONTA NEGRA,2020,fevereiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/2/2020,Aegypti,"(-60.09035917890163, -3.003971279743646)"
329,AMAZONAS,MANAUS,PRACA 14 DE JANEIRO,2016,agosto,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/8/2016,Aegypti,"(-60.01089722517016, -3.117198703827361)"
330,AMAZONAS,MANAUS,PRACA 14 DE JANEIRO,2017,outubro,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/10/2017,Aegypti,"(-60.01089722517016, -3.117198703827361)"
331,AMAZONAS,MANAUS,PRACA 14 DE JANEIRO,2017,fevereiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/2/2017,Aegypti,"(-60.01089722517016, -3.117198703827361)"
332,AMAZONAS,MANAUS,PRACA 14 DE JANEIRO,2018,outubro,2,2.07,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/10/2018,Aegypti,"(-60.01089722517016, -3.117198703827361)"
333,AMAZONAS,MANAUS,PRACA 14 DE JANEIRO,2018,janeiro,1,2.07,3.11,0.0,16.67,0.0,33.33,0.0,50.0,0.0,1/1/2018,Aegypti,"(-60.01089722517016, -3.117198703827361)"
334,AMAZONAS,MANAUS,PRACA 14 DE JANEIRO,2019,fevereiro,1,1.62,2.7,0.0,0.0,60.0,0.0,0.0,40.0,0.0,1/2/2019,Aegypti,"(-60.01089722517016, -3.117198703827361)"
335,AMAZONAS,MANAUS,PRACA 14 DE JANEIRO,2019,novembro,2,1.3,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/11/2019,Aegypti,"(-60.01089722517016, -3.117198703827361)"
336,AMAZONAS,MANAUS,PRACA 14 DE JANEIRO,2020,fevereiro,1,4.14,5.52,0.0,12.5,0.0,0.0,25.0,62.5,0.0,1/2/2020,Aegypti,"(-60.01089722517016, -3.117198703827361)"
337,AMAZONAS,MANAUS,PRESIDENTE VARGAS,2016,agosto,2,1.78,2.37,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1/8/2016,Aegypti,"(-60.02658227725176, -3.115950136436873)"
338,AMAZONAS,MANAUS,PRESIDENTE VARGAS,2017,outubro,2,0.65,0.65,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1/10/2017,Aegypti,"(-60.02658227725176, -3.115950136436873)"
339,AMAZONAS,MANAUS,PRESIDENTE VARGAS,2017,fevereiro,1,1.32,1.97,0.0,33.33,0.0,0.0,0.0,66.67,0.0,1/2/2017,Aegypti,"(-60.02658227725176, -3.115950136436873)"
340,AMAZONAS,MANAUS,PRESIDENTE VARGAS,2018,outubro,2,1.81,2.41,0.0,25.0,0.0,0.0,0.0,75.0,0.0,1/10/2018,Aegypti,"(-60.02658227725176, -3.115950136436873)"
341,AMAZONAS,MANAUS,PRESIDENTE VARGAS,2018,janeiro,1,1.81,2.41,0.0,25.0,0.0,0.0,0.0,75.0,0.0,1/1/2018,Aegypti,"(-60.02658227725176, -3.115950136436873)"
342,AMAZONAS,MANAUS,PRESIDENTE VARGAS,2019,fevereiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/2/2019,Aegypti,"(-60.02658227725176, -3.115950136436873)"
343,AMAZONAS,MANAUS,PRESIDENTE VARGAS,2019,novembro,2,1.17,1.75,0.0,66.67,0.0,0.0,0.0,33.33,0.0,1/11/2019,Aegypti,"(-60.02658227725176, -3.115950136436873)"
344,AMAZONAS,MANAUS,PRESIDENTE VARGAS,2020,fevereiro,1,0.63,0.63,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1/2/2020,Aegypti,"(-60.02658227725176, -3.115950136436873)"
345,AMAZONAS,MANAUS,PURAQUEQUARA,2016,agosto,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/8/2016,Aegypti,"(-59.82538029038052, -3.017797781944047)"
346,AMAZONAS,MANAUS,PURAQUEQUARA,2017,outubro,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/10/2017,Aegypti,"(-59.82538029038052, -3.017797781944047)"
347,AMAZONAS,MANAUS,PURAQUEQUARA,2017,fevereiro,1,3.42,5.13,0.0,83.33,0.0,16.67,0.0,0.0,0.0,1/2/2017,Aegypti,"(-59.82538029038052, -3.017797781944047)"
348,AMAZONAS,MANAUS,PURAQUEQUARA,2018,janeiro,1,4.65,4.65,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1/1/2018,Aegypti,"(-59.82538029038052, -3.017797781944047)"
349,AMAZONAS,MANAUS,PURAQUEQUARA,2019,fevereiro,1,0.84,1.68,0.0,0.0,0.0,0.0,50.0,50.0,0.0,1/2/2019,Aegypti,"(-59.82538029038052, -3.017797781944047)"
350,AMAZONAS,MANAUS,PURAQUEQUARA,2019,novembro,2,1.42,1.42,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1/11/2019,Aegypti,"(-59.82538029038052, -3.017797781944047)"
351,AMAZONAS,MANAUS,PURAQUEQUARA,2020,fevereiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/2/2020,Aegypti,"(-59.82538029038052, -3.017797781944047)"
352,AMAZONAS,MANAUS,RAIZ,2016,agosto,2,0.82,0.82,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1/8/2016,Aegypti,"(-59.99498818544734, -3.123598413315821)"
353,AMAZONAS,MANAUS,RAIZ,2017,outubro,2,1.09,1.09,0.0,66.67,33.33,0.0,0.0,0.0,0.0,1/10/2017,Aegypti,"(-59.99498818544734, -3.123598413315821)"
354,AMAZONAS,MANAUS,RAIZ,2017,fevereiro,1,3.85,7.21,0.0,46.67,6.67,6.67,6.67,33.33,0.0,1/2/2017,Aegypti,"(-59.99498818544734, -3.123598413315821)"
355,AMAZONAS,MANAUS,RAIZ,2018,outubro,2,1.01,2.01,0.0,50.0,50.0,0.0,0.0,0.0,0.0,1/10/2018,Aegypti,"(-59.99498818544734, -3.123598413315821)"
356,AMAZONAS,MANAUS,RAIZ,2018,janeiro,1,1.01,2.01,0.0,50.0,50.0,0.0,0.0,0.0,0.0,1/1/2018,Aegypti,"(-59.99498818544734, -3.123598413315821)"
357,AMAZONAS,MANAUS,RAIZ,2019,fevereiro,1,2.92,2.92,0.0,40.0,40.0,0.0,0.0,20.0,0.0,1/2/2019,Aegypti,"(-59.99498818544734, -3.123598413315821)"
358,AMAZONAS,MANAUS,RAIZ,2019,novembro,2,0.42,1.27,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1/11/2019,Aegypti,"(-59.99498818544734, -3.123598413315821)"
359,AMAZONAS,MANAUS,RAIZ,2020,fevereiro,1,1.04,1.55,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1/2/2020,Aegypti,"(-59.99498818544734, -3.123598413315821)"
360,AMAZONAS,MANAUS,REDENCAO,2016,agosto,2,4.24,4.59,0.0,46.15,15.38,3.85,7.69,26.92,0.0,1/8/2016,Aegypti,"(-60.03423069449031, -3.048990120425763)"
361,AMAZONAS,MANAUS,REDENCAO,2017,outubro,2,1.52,2.03,0.0,33.33,41.67,0.0,0.0,25.0,0.0,1/10/2017,Aegypti,"(-60.03423069449031, -3.048990120425763)"
362,AMAZONAS,MANAUS,REDENCAO,2017,fevereiro,1,2.84,4.17,0.0,32.0,28.0,4.0,0.0,36.0,0.0,1/2/2017,Aegypti,"(-60.03423069449031, -3.048990120425763)"
363,AMAZONAS,MANAUS,REDENCAO,2018,outubro,2,1.82,2.48,0.0,13.33,20.0,0.0,6.67,60.0,0.0,1/10/2018,Aegypti,"(-60.03423069449031, -3.048990120425763)"
364,AMAZONAS,MANAUS,REDENCAO,2018,janeiro,1,1.82,2.48,0.0,13.33,20.0,0.0,6.67,60.0,0.0,1/1/2018,Aegypti,"(-60.03423069449031, -3.048990120425763)"
365,AMAZONAS,MANAUS,REDENCAO,2019,fevereiro,1,1.92,2.56,0.0,8.33,0.0,0.0,41.67,41.67,8.33,1/2/2019,Aegypti,"(-60.03423069449031, -3.048990120425763)"
366,AMAZONAS,MANAUS,REDENCAO,2019,novembro,2,1.24,1.86,0.0,33.33,16.67,0.0,0.0,50.0,0.0,1/11/2019,Aegypti,"(-60.03423069449031, -3.048990120425763)"
367,AMAZONAS,MANAUS,REDENCAO,2020,fevereiro,1,3.4,3.46,0.0,17.65,23.53,0.0,35.29,17.65,5.88,1/2/2020,Aegypti,"(-60.03423069449031, -3.048990120425763)"
368,AMAZONAS,MANAUS,SANTA ETELVINA,2016,agosto,2,0.43,0.43,0.0,33.33,0.0,0.0,0.0,66.67,0.0,1/8/2016,Aegypti,"(-60.01500782918041, -2.973829043203748)"
369,AMAZONAS,MANAUS,SANTA ETELVINA,2017,outubro,2,0.68,0.91,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1/10/2017,Aegypti,"(-60.01500782918041, -2.973829043203748)"
370,AMAZONAS,MANAUS,SANTA ETELVINA,2017,fevereiro,1,3.27,3.5,0.0,33.33,6.67,0.0,33.33,26.67,0.0,1/2/2017,Aegypti,"(-60.01500782918041, -2.973829043203748)"
371,AMAZONAS,MANAUS,SANTA ETELVINA,2018,outubro,2,1.62,1.83,0.0,33.33,11.11,0.0,22.22,33.33,0.0,1/10/2018,Aegypti,"(-60.01500782918041, -2.973829043203748)"
372,AMAZONAS,MANAUS,SANTA ETELVINA,2018,janeiro,1,1.62,1.83,0.0,33.33,11.11,0.0,22.22,33.33,0.0,1/1/2018,Aegypti,"(-60.01500782918041, -2.973829043203748)"
373,AMAZONAS,MANAUS,SANTA ETELVINA,2019,fevereiro,1,1.3,1.5,0.0,57.14,28.57,0.0,0.0,14.29,0.0,1/2/2019,Aegypti,"(-60.01500782918041, -2.973829043203748)"
374,AMAZONAS,MANAUS,SANTA ETELVINA,2019,novembro,2,1.01,1.35,0.0,50.0,25.0,0.0,0.0,25.0,0.0,1/11/2019,Aegypti,"(-60.01500782918041, -2.973829043203748)"
375,AMAZONAS,MANAUS,SANTA ETELVINA,2020,fevereiro,1,2.56,3.72,0.0,43.75,12.5,0.0,25.0,18.75,0.0,1/2/2020,Aegypti,"(-60.01500782918041, -2.973829043203748)"
376,AMAZONAS,MANAUS,SANTA LUZIA,2016,agosto,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/8/2016,Aegypti,"(-60.00771982997335, -3.136788569193874)"
377,AMAZONAS,MANAUS,SANTA LUZIA,2017,outubro,2,2.44,6.1,0.0,0.0,60.0,0.0,0.0,40.0,0.0,1/10/2017,Aegypti,"(-60.00771982997335, -3.136788569193874)"
378,AMAZONAS,MANAUS,SANTA LUZIA,2017,fevereiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/2/2017,Aegypti,"(-60.00771982997335, -3.136788569193874)"
379,AMAZONAS,MANAUS,SANTA LUZIA,2018,outubro,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/10/2018,Aegypti,"(-60.00771982997335, -3.136788569193874)"
380,AMAZONAS,MANAUS,SANTA LUZIA,2018,janeiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2018,Aegypti,"(-60.00771982997335, -3.136788569193874)"
381,AMAZONAS,MANAUS,SANTA LUZIA,2019,fevereiro,1,9.23,12.31,0.0,50.0,12.5,12.5,0.0,25.0,0.0,1/2/2019,Aegypti,"(-60.00771982997335, -3.136788569193874)"
382,AMAZONAS,MANAUS,SANTA LUZIA,2019,novembro,2,1.03,1.21,0.0,0.0,33.335,66.665,0.0,0.0,0.0,1/11/2019,Aegypti,"(-60.00771982997335, -3.136788569193874)"
383,AMAZONAS,MANAUS,SANTA LUZIA,2020,fevereiro,1,1.3,2.6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1/2/2020,Aegypti,"(-60.00771982997335, -3.136788569193874)"
384,AMAZONAS,MANAUS,SANTO AGOSTINHO,2016,agosto,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/8/2016,Aegypti,"(-60.06328934888949, -3.085791374424651)"
385,AMAZONAS,MANAUS,SANTO AGOSTINHO,2017,outubro,2,1.29,1.29,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1/10/2017,Aegypti,"(-60.06328934888949, -3.085791374424651)"
386,AMAZONAS,MANAUS,SANTO AGOSTINHO,2017,fevereiro,1,0.78,0.78,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1/2/2017,Aegypti,"(-60.06328934888949, -3.085791374424651)"
387,AMAZONAS,MANAUS,SANTO AGOSTINHO,2018,outubro,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/10/2018,Aegypti,"(-60.06328934888949, -3.085791374424651)"
388,AMAZONAS,MANAUS,SANTO AGOSTINHO,2018,janeiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2018,Aegypti,"(-60.06328934888949, -3.085791374424651)"
389,AMAZONAS,MANAUS,SANTO AGOSTINHO,2019,fevereiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/2/2019,Aegypti,"(-60.06328934888949, -3.085791374424651)"
390,AMAZONAS,MANAUS,SANTO AGOSTINHO,2019,novembro,2,0.45,0.45,0.0,0.0,0.0,0.0,33.33,66.67,0.0,1/11/2019,Aegypti,"(-60.06328934888949, -3.085791374424651)"
391,AMAZONAS,MANAUS,SANTO AGOSTINHO,2020,fevereiro,1,1.8,2.4,0.0,12.5,12.5,37.5,0.0,37.5,0.0,1/2/2020,Aegypti,"(-60.06328934888949, -3.085791374424651)"
392,AMAZONAS,MANAUS,SANTO ANTONIO,2016,agosto,2,0.59,0.59,0.0,0.0,50.0,0.0,0.0,50.0,0.0,1/8/2016,Aegypti,"(-60.04048435799034, -3.114368888230456)"
393,AMAZONAS,MANAUS,SANTO ANTONIO,2017,outubro,2,1.78,2.03,0.0,25.0,12.5,12.5,0.0,50.0,0.0,1/10/2017,Aegypti,"(-60.04048435799034, -3.114368888230456)"
394,AMAZONAS,MANAUS,SANTO ANTONIO,2017,fevereiro,1,4.08,5.78,0.0,17.65,29.41,0.0,5.88,47.06,0.0,1/2/2017,Aegypti,"(-60.04048435799034, -3.114368888230456)"
395,AMAZONAS,MANAUS,SANTO ANTONIO,2018,outubro,2,4.49,5.99,0.0,0.0,56.25,0.0,12.5,25.0,6.25,1/10/2018,Aegypti,"(-60.04048435799034, -3.114368888230456)"
396,AMAZONAS,MANAUS,SANTO ANTONIO,2018,janeiro,1,4.49,5.99,0.0,0.0,56.25,0.0,12.5,25.0,6.25,1/1/2018,Aegypti,"(-60.04048435799034, -3.114368888230456)"
397,AMAZONAS,MANAUS,SANTO ANTONIO,2019,fevereiro,1,0.57,0.86,0.0,0.0,33.33,0.0,0.0,66.67,0.0,1/2/2019,Aegypti,"(-60.04048435799034, -3.114368888230456)"
398,AMAZONAS,MANAUS,SANTO ANTONIO,2019,novembro,2,2.09,2.59,0.0,25.0,16.67,5.56,25.0,27.78,0.0,1/11/2019,Aegypti,"(-60.04048435799034, -3.114368888230456)"
399,AMAZONAS,MANAUS,SANTO ANTONIO,2020,fevereiro,1,3.56,3.86,0.0,30.77,23.08,0.0,15.38,30.77,0.0,1/2/2020,Aegypti,"(-60.04048435799034, -3.114368888230456)"
400,AMAZONAS,MANAUS,SAO FRANCISCO,2016,agosto,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/8/2016,Aegypti,"(-59.99840692842304, -3.104274159632064)"
401,AMAZONAS,MANAUS,SAO FRANCISCO,2017,outubro,2,0.36,0.36,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1/10/2017,Aegypti,"(-59.99840692842304, -3.104274159632064)"
402,AMAZONAS,MANAUS,SAO FRANCISCO,2017,fevereiro,1,0.5,0.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1/2/2017,Aegypti,"(-59.99840692842304, -3.104274159632064)"
403,AMAZONAS,MANAUS,SAO FRANCISCO,2018,outubro,2,0.84,2.53,0.0,16.67,0.0,0.0,0.0,83.33,0.0,1/10/2018,Aegypti,"(-59.99840692842304, -3.104274159632064)"
404,AMAZONAS,MANAUS,SAO FRANCISCO,2018,janeiro,1,0.84,2.53,0.0,16.67,0.0,0.0,0.0,83.33,0.0,1/1/2018,Aegypti,"(-59.99840692842304, -3.104274159632064)"
405,AMAZONAS,MANAUS,SAO FRANCISCO,2019,fevereiro,1,4.62,5.04,0.0,25.0,25.0,0.0,8.33,41.67,0.0,1/2/2019,Aegypti,"(-59.99840692842304, -3.104274159632064)"
406,AMAZONAS,MANAUS,SAO FRANCISCO,2019,novembro,2,2.73,5.45,0.0,83.33,0.0,0.0,0.0,16.67,0.0,1/11/2019,Aegypti,"(-59.99840692842304, -3.104274159632064)"
407,AMAZONAS,MANAUS,SAO FRANCISCO,2020,fevereiro,1,1.61,2.89,0.0,0.0,66.67,0.0,0.0,33.33,0.0,1/2/2020,Aegypti,"(-59.99840692842304, -3.104274159632064)"
408,AMAZONAS,MANAUS,SAO GERALDO,2016,agosto,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/8/2016,Aegypti,"(-60.02348783596185, -3.115911306911271)"
409,AMAZONAS,MANAUS,SAO GERALDO,2017,outubro,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/10/2017,Aegypti,"(-60.02348783596185, -3.115911306911271)"
410,AMAZONAS,MANAUS,SAO GERALDO,2017,fevereiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/2/2017,Aegypti,"(-60.02348783596185, -3.115911306911271)"
411,AMAZONAS,MANAUS,SAO GERALDO,2018,outubro,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/10/2018,Aegypti,"(-60.02348783596185, -3.115911306911271)"
412,AMAZONAS,MANAUS,SAO GERALDO,2018,janeiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2018,Aegypti,"(-60.02348783596185, -3.115911306911271)"
413,AMAZONAS,MANAUS,SAO GERALDO,2019,fevereiro,1,0.76,1.52,0.0,50.0,0.0,0.0,0.0,50.0,0.0,1/2/2019,Aegypti,"(-60.02348783596185, -3.115911306911271)"
414,AMAZONAS,MANAUS,SAO GERALDO,2019,novembro,2,0.905,0.905,0.0,66.665,33.335,0.0,0.0,0.0,0.0,1/11/2019,Aegypti,"(-60.02348783596185, -3.115911306911271)"
415,AMAZONAS,MANAUS,SAO GERALDO,2020,fevereiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/2/2020,Aegypti,"(-60.02348783596185, -3.115911306911271)"
416,AMAZONAS,MANAUS,SAO JORGE,2016,agosto,2,2.42,3.02,0.0,10.0,30.0,10.0,10.0,40.0,0.0,1/8/2016,Aegypti,"(-60.04552274135293, -3.095469896316582)"
417,AMAZONAS,MANAUS,SAO JORGE,2017,outubro,2,1.08,1.36,0.0,20.0,20.0,0.0,0.0,60.0,0.0,1/10/2017,Aegypti,"(-60.04552274135293, -3.095469896316582)"
418,AMAZONAS,MANAUS,SAO JORGE,2017,fevereiro,1,1.82,2.34,0.0,11.11,11.11,11.11,22.22,44.44,0.0,1/2/2017,Aegypti,"(-60.04552274135293, -3.095469896316582)"
419,AMAZONAS,MANAUS,SAO JORGE,2018,outubro,2,1.43,2.57,0.0,0.0,0.0,0.0,55.56,44.44,0.0,1/10/2018,Aegypti,"(-60.04552274135293, -3.095469896316582)"
420,AMAZONAS,MANAUS,SAO JORGE,2018,janeiro,1,1.43,2.57,0.0,0.0,0.0,0.0,55.56,44.44,0.0,1/1/2018,Aegypti,"(-60.04552274135293, -3.095469896316582)"
421,AMAZONAS,MANAUS,SAO JORGE,2019,fevereiro,1,1.97,3.1,0.0,27.27,45.45,0.0,9.09,18.18,0.0,1/2/2019,Aegypti,"(-60.04552274135293, -3.095469896316582)"
422,AMAZONAS,MANAUS,SAO JORGE,2019,novembro,2,1.18,1.34,0.0,31.25,18.75,12.5,0.0,37.5,0.0,1/11/2019,Aegypti,"(-60.04552274135293, -3.095469896316582)"
423,AMAZONAS,MANAUS,SAO JORGE,2020,fevereiro,1,6.88,7.29,0.0,27.78,22.22,5.56,5.56,38.89,0.0,1/2/2020,Aegypti,"(-60.04552274135293, -3.095469896316582)"
424,AMAZONAS,MANAUS,SAO JOSE OPERARIO,2016,agosto,2,2.14,2.14,0.0,94.74,5.26,0.0,0.0,0.0,0.0,1/8/2016,Aegypti,"(-59.93901326687961, -3.068694948230205)"
425,AMAZONAS,MANAUS,SAO JOSE OPERARIO,2017,outubro,2,4.1,5.01,0.0,47.73,22.73,0.0,2.27,27.27,0.0,1/10/2017,Aegypti,"(-59.93901326687961, -3.068694948230205)"
426,AMAZONAS,MANAUS,SAO JOSE OPERARIO,2017,fevereiro,1,3.24,4.29,0.0,40.54,35.14,5.41,0.0,18.92,0.0,1/2/2017,Aegypti,"(-59.93901326687961, -3.068694948230205)"
427,AMAZONAS,MANAUS,SAO JOSE OPERARIO,2018,janeiro,1,6.4,6.98,0.0,58.33,6.67,10.0,6.67,18.33,0.0,1/1/2018,Aegypti,"(-59.93901326687961, -3.068694948230205)"
428,AMAZONAS,MANAUS,SAO JOSE OPERARIO,2019,fevereiro,1,4.41,4.99,0.0,30.23,32.56,0.0,9.3,27.91,0.0,1/2/2019,Aegypti,"(-59.93901326687961, -3.068694948230205)"
429,AMAZONAS,MANAUS,SAO JOSE OPERARIO,2019,novembro,2,3.87,4.44,0.0,64.1,10.26,10.26,2.56,12.82,0.0,1/11/2019,Aegypti,"(-59.93901326687961, -3.068694948230205)"
430,AMAZONAS,MANAUS,SAO JOSE OPERARIO,2020,fevereiro,1,4.13,4.94,0.0,46.51,25.58,2.33,9.3,16.28,0.0,1/2/2020,Aegypti,"(-59.93901326687961, -3.068694948230205)"
431,AMAZONAS,MANAUS,SAO LAZARO,2016,agosto,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/8/2016,Aegypti,"(-59.99240232086066, -3.135799161619255)"
432,AMAZONAS,MANAUS,SAO LAZARO,2017,outubro,2,1.15,1.15,0.0,0.0,50.0,50.0,0.0,0.0,0.0,1/10/2017,Aegypti,"(-59.99240232086066, -3.135799161619255)"
433,AMAZONAS,MANAUS,SAO LAZARO,2017,fevereiro,1,2.76,3.31,0.0,16.67,50.0,33.33,0.0,0.0,0.0,1/2/2017,Aegypti,"(-59.99240232086066, -3.135799161619255)"
434,AMAZONAS,MANAUS,SAO LAZARO,2018,outubro,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/10/2018,Aegypti,"(-59.99240232086066, -3.135799161619255)"
435,AMAZONAS,MANAUS,SAO LAZARO,2018,janeiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2018,Aegypti,"(-59.99240232086066, -3.135799161619255)"
436,AMAZONAS,MANAUS,SAO LAZARO,2019,fevereiro,1,2.86,5.0,0.0,14.29,14.29,0.0,28.57,42.86,0.0,1/2/2019,Aegypti,"(-59.99240232086066, -3.135799161619255)"
437,AMAZONAS,MANAUS,SAO LAZARO,2019,novembro,2,2.58,3.505,0.0,58.335,16.665,6.25,6.25,12.5,0.0,1/11/2019,Aegypti,"(-59.99240232086066, -3.135799161619255)"
438,AMAZONAS,MANAUS,SAO LAZARO,2020,fevereiro,1,1.34,2.01,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1/2/2020,Aegypti,"(-59.99240232086066, -3.135799161619255)"
439,AMAZONAS,MANAUS,SAO RAIMUNDO,2016,agosto,2,1.48,1.48,0.0,50.0,0.0,0.0,50.0,0.0,0.0,1/8/2016,Aegypti,"(-60.03711730249613, -3.125464501410666)"
440,AMAZONAS,MANAUS,SAO RAIMUNDO,2017,outubro,2,0.92,0.92,0.0,0.0,0.0,50.0,0.0,0.0,50.0,1/10/2017,Aegypti,"(-60.03711730249613, -3.125464501410666)"
441,AMAZONAS,MANAUS,SAO RAIMUNDO,2017,fevereiro,1,1.22,1.22,0.0,33.33,0.0,0.0,0.0,66.67,0.0,1/2/2017,Aegypti,"(-60.03711730249613, -3.125464501410666)"
