,estado,municipio,bairros,ano,periodo,levantamento,iip,iib,A1,A2,B,C,D1,D2,E,timestamp,mosquito,longitude_latitude
183,AMAZONAS,MANAUS,GILBERTO MESTRINHO,2018,janeiro,1,4.69,6.45,0.0,52.73,12.73,0.0,3.64,30.91,0.0,1/1/2018,Aegypti,"(-59.9283607129865, -3.055321239606687)"
184,AMAZONAS,MANAUS,GILBERTO MESTRINHO,2019,fevereiro,1,2.55,2.9,0.0,48.0,24.0,0.0,12.0,16.0,0.0,1/2/2019,Aegypti,"(-59.9283607129865, -3.055321239606687)"
185,AMAZONAS,MANAUS,GILBERTO MESTRINHO,2019,novembro,2,3.26,3.96,0.0,50.0,26.47,2.94,2.94,17.65,0.0,1/11/2019,Aegypti,"(-59.9283607129865, -3.055321239606687)"
186,AMAZONAS,MANAUS,GILBERTO MESTRINHO,2020,fevereiro,1,3.37,4.42,0.0,42.11,10.53,5.26,18.42,23.68,0.0,1/2/2020,Aegypti,"(-59.9283607129865, -3.055321239606687)"
187,AMAZONAS,MANAUS,GLORIA,2016,agosto,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/8/2016,Aegypti,"(-60.03272918775645, -3.12525798959868)"
188,AMAZONAS,MANAUS,GLORIA,2017,outubro,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/10/2017,Aegypti,"(-60.03272918775645, -3.12525798959868)"
189,AMAZONAS,MANAUS,GLORIA,2017,fevereiro,1,5.05,6.06,0.0,50.0,16.67,16.67,0.0,16.67,0.0,1/2/2017,Aegypti,"(-60.03272918775645, -3.12525798959868)"
190,AMAZONAS,MANAUS,GLORIA,2018,outubro,2,3.41,5.68,0.0,40.0,20.0,0.0,20.0,20.0,0.0,1/10/2018,Aegypti,"(-60.03272918775645, -3.12525798959868)"
191,AMAZONAS,MANAUS,GLORIA,2018,janeiro,1,3.41,5.68,0.0,40.0,20.0,0.0,20.0,20.0,0.0,1/1/2018,Aegypti,"(-60.03272918775645, -3.12525798959868)"
192,AMAZONAS,MANAUS,GLORIA,2019,fevereiro,1,4.08,4.08,0.0,0.0,25.0,0.0,0.0,75.0,0.0,1/2/2019,Aegypti,"(-60.03272918775645, -3.12525798959868)"
193,AMAZONAS,MANAUS,GLORIA,2019,novembro,2,1.83,1.83,0.0,0.0,25.0,0.0,0.0,75.0,0.0,1/11/2019,Aegypti,"(-60.03272918775645, -3.12525798959868)"
194,AMAZONAS,MANAUS,GLORIA,2020,fevereiro,1,4.24,5.08,0.0,16.67,33.33,16.67,16.67,16.67,0.0,1/2/2020,Aegypti,"(-60.03272918775645, -3.12525798959868)"
195,AMAZONAS,MANAUS,JAPIIM,2016,agosto,2,0.97,1.19,0.0,45.45,0.0,9.09,9.09,36.36,0.0,1/8/2016,Aegypti,"(-59.95840466306119, -3.105078022185134)"
196,AMAZONAS,MANAUS,JAPIIM,2017,outubro,2,2.06,3.08,0.0,37.5,4.17,8.33,12.5,37.5,0.0,1/10/2017,Aegypti,"(-59.95840466306119, -3.105078022185134)"
197,AMAZONAS,MANAUS,JAPIIM,2017,fevereiro,1,0.92,0.55,0.0,27.78,0.0,5.56,16.67,50.0,0.0,1/2/2017,Aegypti,"(-59.95840466306119, -3.105078022185134)"
198,AMAZONAS,MANAUS,JAPIIM,2018,outubro,2,4.46,7.96,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1/10/2018,Aegypti,"(-59.95840466306119, -3.105078022185134)"
199,AMAZONAS,MANAUS,JAPIIM,2018,janeiro,1,4.46,7.96,0.0,13.64,24.24,4.55,0.0,56.06,1.52,1/1/2018,Aegypti,"(-59.95840466306119, -3.105078022185134)"
200,AMAZONAS,MANAUS,JAPIIM,2019,fevereiro,1,2.29,2.5,0.0,28.57,32.14,14.29,3.57,17.86,3.57,1/2/2019,Aegypti,"(-59.95840466306119, -3.105078022185134)"
201,AMAZONAS,MANAUS,JAPIIM,2019,novembro,2,1.75,1.75,0.0,60.0,0.0,20.0,0.0,20.0,0.0,1/11/2019,Aegypti,"(-59.95840466306119, -3.105078022185134)"
202,AMAZONAS,MANAUS,JAPIIM,2020,fevereiro,1,2.42,4.61,0.0,21.05,15.79,0.0,15.79,47.37,0.0,1/2/2020,Aegypti,"(-59.95840466306119, -3.105078022185134)"
203,AMAZONAS,MANAUS,JORGE TEIXEIRA,2016,agosto,2,2.68,3.25,0.0,54.39,19.3,8.77,1.75,15.79,0.0,1/8/2016,Aegypti,"(-59.91921638858757, -3.059106591526131)"
204,AMAZONAS,MANAUS,JORGE TEIXEIRA,2017,outubro,2,5.24,6.8,0.0,51.69,11.86,1.69,11.02,23.73,0.0,1/10/2017,Aegypti,"(-59.91921638858757, -3.059106591526131)"
205,AMAZONAS,MANAUS,JORGE TEIXEIRA,2017,fevereiro,1,4.68,5.85,0.0,42.0,21.0,6.0,6.0,25.0,0.0,1/2/2017,Aegypti,"(-59.91921638858757, -3.059106591526131)"
206,AMAZONAS,MANAUS,JORGE TEIXEIRA,2018,janeiro,1,7.25,9.02,0.0,50.0,9.49,3.16,8.23,29.11,0.0,1/1/2018,Aegypti,"(-59.91921638858757, -3.059106591526131)"
207,AMAZONAS,MANAUS,JORGE TEIXEIRA,2019,fevereiro,1,3.01,3.41,0.0,35.59,13.56,1.69,27.12,22.03,0.0,1/2/2019,Aegypti,"(-59.91921638858757, -3.059106591526131)"
208,AMAZONAS,MANAUS,JORGE TEIXEIRA,2019,novembro,2,4.6,5.87,0.0,50.0,18.63,4.9,7.84,18.63,0.0,1/11/2019,Aegypti,"(-59.91921638858757, -3.059106591526131)"
209,AMAZONAS,MANAUS,JORGE TEIXEIRA,2020,fevereiro,1,4.0,4.98,0.0,45.35,26.74,0.0,4.65,23.26,0.0,1/2/2020,Aegypti,"(-59.91921638858757, -3.059106591526131)"
210,AMAZONAS,MANAUS,LAGO AZUL,2016,agosto,2,1.12,1.86,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1/8/2016,Aegypti,"(-59.97263407007227, -2.974129743085001)"
211,AMAZONAS,MANAUS,LAGO AZUL,2017,outubro,2,0.0,0.82,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1/10/2017,Aegypti,"(-59.97263407007227, -2.974129743085001)"
212,AMAZONAS,MANAUS,LAGO AZUL,2017,fevereiro,1,0.8,0.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1/2/2017,Aegypti,"(-59.97263407007227, -2.974129743085001)"
213,AMAZONAS,MANAUS,LAGO AZUL,2018,outubro,2,0.41,1.22,0.0,0.0,33.33,0.0,0.0,66.67,0.0,1/10/2018,Aegypti,"(-59.97263407007227, -2.974129743085001)"
214,AMAZONAS,MANAUS,LAGO AZUL,2018,janeiro,1,0.41,1.22,0.0,0.0,33.33,0.0,0.0,66.67,0.0,1/1/2018,Aegypti,"(-59.97263407007227, -2.974129743085001)"
215,AMAZONAS,MANAUS,LAGO AZUL,2019,fevereiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/2/2019,Aegypti,"(-59.97263407007227, -2.974129743085001)"
216,AMAZONAS,MANAUS,LAGO AZUL,2019,novembro,2,0.65,0.65,0.0,33.33,0.0,0.0,33.33,33.33,0.0,1/11/2019,Aegypti,"(-59.97263407007227, -2.974129743085001)"
217,AMAZONAS,MANAUS,LAGO AZUL,2020,fevereiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/2/2020,Aegypti,"(-59.97263407007227, -2.974129743085001)"
218,AMAZONAS,MANAUS,LIRIO DO VALE,2016,agosto,2,1.2,1.2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1/8/2016,Aegypti,"(-60.06689047272617, -3.064227353911123)"
219,AMAZONAS,MANAUS,LIRIO DO VALE,2017,outubro,2,0.8,0.8,0.0,50.0,0.0,0.0,50.0,0.0,0.0,1/10/2017,Aegypti,"(-60.06689047272617, -3.064227353911123)"
220,AMAZONAS,MANAUS,LIRIO DO VALE,2017,fevereiro,1,3.01,3.01,0.0,12.5,25.0,12.5,12.5,37.5,0.0,1/2/2017,Aegypti,"(-60.06689047272617, -3.064227353911123)"
221,AMAZONAS,MANAUS,LIRIO DO VALE,2018,outubro,2,3.37,5.24,0.0,21.43,14.29,7.14,21.43,35.71,0.0,1/10/2018,Aegypti,"(-60.06689047272617, -3.064227353911123)"
222,AMAZONAS,MANAUS,LIRIO DO VALE,2018,janeiro,1,3.37,5.24,0.0,21.43,14.29,7.14,21.43,35.71,0.0,1/1/2018,Aegypti,"(-60.06689047272617, -3.064227353911123)"
223,AMAZONAS,MANAUS,LIRIO DO VALE,2019,fevereiro,1,1.56,1.95,0.0,60.0,20.0,0.0,20.0,0.0,0.0,1/2/2019,Aegypti,"(-60.06689047272617, -3.064227353911123)"
224,AMAZONAS,MANAUS,LIRIO DO VALE,2019,novembro,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/11/2019,Aegypti,"(-60.06689047272617, -3.064227353911123)"
225,AMAZONAS,MANAUS,LIRIO DO VALE,2020,fevereiro,1,3.83,3.83,0.0,33.33,5.56,5.56,16.67,38.89,0.0,1/2/2020,Aegypti,"(-60.06689047272617, -3.064227353911123)"
226,AMAZONAS,MANAUS,MAUAZINHO,2016,agosto,2,1.04,1.04,0.0,40.0,20.0,0.0,20.0,20.0,0.0,1/8/2016,Aegypti,"(-59.92139390777727, -3.098441544617763)"
227,AMAZONAS,MANAUS,MAUAZINHO,2017,outubro,2,0.45,0.45,0.0,50.0,50.0,0.0,0.0,0.0,0.0,1/10/2017,Aegypti,"(-59.92139390777727, -3.098441544617763)"
228,AMAZONAS,MANAUS,MAUAZINHO,2017,fevereiro,1,2.53,2.76,0.0,58.33,0.0,0.0,0.0,41.67,0.0,1/2/2017,Aegypti,"(-59.92139390777727, -3.098441544617763)"
229,AMAZONAS,MANAUS,MAUAZINHO,2018,janeiro,1,3.49,6.11,0.0,39.29,21.43,3.57,21.43,14.29,0.0,1/1/2018,Aegypti,"(-59.92139390777727, -3.098441544617763)"
230,AMAZONAS,MANAUS,MAUAZINHO,2019,fevereiro,1,0.92,0.92,0.0,50.0,0.0,0.0,0.0,50.0,0.0,1/2/2019,Aegypti,"(-59.92139390777727, -3.098441544617763)"
231,AMAZONAS,MANAUS,MAUAZINHO,2019,novembro,2,1.39,1.85,0.0,25.0,50.0,12.5,0.0,12.5,0.0,1/11/2019,Aegypti,"(-59.92139390777727, -3.098441544617763)"
232,AMAZONAS,MANAUS,MAUAZINHO,2020,fevereiro,1,1.85,1.85,0.0,62.5,25.0,0.0,12.5,0.0,0.0,1/2/2020,Aegypti,"(-59.92139390777727, -3.098441544617763)"
233,AMAZONAS,MANAUS,MONTE DAS OLIVEIRA,2016,agosto,2,1.34,0.45,0.0,57.14,0.0,14.29,0.0,28.57,0.0,1/8/2016,Aegypti,
234,AMAZONAS,MANAUS,MONTE DAS OLIVEIRA,2017,outubro,2,1.06,2.11,0.0,16.67,8.33,0.0,16.67,58.33,0.0,1/10/2017,Aegypti,
235,AMAZONAS,MANAUS,MONTE DAS OLIVEIRA,2017,fevereiro,1,3.87,5.57,0.0,30.43,34.78,4.35,13.04,13.04,4.35,1/2/2017,Aegypti,
236,AMAZONAS,MANAUS,MONTE DAS OLIVEIRA,2018,outubro,2,0.89,1.56,0.0,0.0,14.29,0.0,0.0,85.71,0.0,1/10/2018,Aegypti,
237,AMAZONAS,MANAUS,MONTE DAS OLIVEIRA,2018,janeiro,1,0.89,1.56,0.0,0.0,14.29,0.0,0.0,85.71,0.0,1/1/2018,Aegypti,
238,AMAZONAS,MANAUS,MONTE DAS OLIVEIRA,2019,fevereiro,1,0.7,2.0,0.0,0.0,22.22,22.22,55.56,0.0,0.0,1/2/2019,Aegypti,
239,AMAZONAS,MANAUS,MONTE DAS OLIVEIRA,2019,novembro,2,1.24,1.69,0.0,13.33,33.33,0.0,13.33,40.0,0.0,1/11/2019,Aegypti,
240,AMAZONAS,MANAUS,MONTE DAS OLIVEIRA,2020,fevereiro,1,0.88,1.33,0.0,33.33,16.67,0.0,33.33,16.67,0.0,1/2/2020,Aegypti,
241,AMAZONAS,MANAUS,MORRO DA LIBERDADE,2016,agosto,2,1.17,1.75,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1/8/2016,Aegypti,"(-60.00075494462043, -3.133153603121548)"
242,AMAZONAS,MANAUS,MORRO DA LIBERDADE,2017,outubro,2,0.6,1.19,0.0,50.0,0.0,0.0,0.0,50.0,0.0,1/10/2017,Aegypti,"(-60.00075494462043, -3.133153603121548)"
243,AMAZONAS,MANAUS,MORRO DA LIBERDADE,2017,fevereiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/2/2017,Aegypti,"(-60.00075494462043, -3.133153603121548)"
244,AMAZONAS,MANAUS,MORRO DA LIBERDADE,2018,outubro,2,3.39,4.52,0.0,50.0,12.5,0.0,0.0,37.5,0.0,1/10/2018,Aegypti,"(-60.00075494462043, -3.133153603121548)"
245,AMAZONAS,MANAUS,MORRO DA LIBERDADE,2018,janeiro,1,3.39,4.52,0.0,50.0,12.5,0.0,0.0,37.5,0.0,1/1/2018,Aegypti,"(-60.00075494462043, -3.133153603121548)"
246,AMAZONAS,MANAUS,MORRO DA LIBERDADE,2019,fevereiro,1,2.72,3.26,0.0,50.0,0.0,16.67,0.0,33.33,0.0,1/2/2019,Aegypti,"(-60.00075494462043, -3.133153603121548)"
247,AMAZONAS,MANAUS,MORRO DA LIBERDADE,2019,novembro,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/11/2019,Aegypti,"(-60.00075494462043, -3.133153603121548)"
248,AMAZONAS,MANAUS,MORRO DA LIBERDADE,2020,fevereiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/2/2020,Aegypti,"(-60.00075494462043, -3.133153603121548)"
249,AMAZONAS,MANAUS,NOSSA SENHORA APARECIDA,2016,agosto,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/8/2016,Aegypti,"(-60.03135675873179, -3.132113922995038)"
250,AMAZONAS,MANAUS,NOSSA SENHORA APARECIDA,2017,outubro,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/10/2017,Aegypti,"(-60.03135675873179, -3.132113922995038)"
251,AMAZONAS,MANAUS,NOSSA SENHORA APARECIDA,2017,fevereiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/2/2017,Aegypti,"(-60.03135675873179, -3.132113922995038)"
252,AMAZONAS,MANAUS,NOSSA SENHORA APARECIDA,2018,outubro,2,3.2,5.6,0.0,14.29,0.0,0.0,42.86,42.86,0.0,1/10/2018,Aegypti,"(-60.03135675873179, -3.132113922995038)"
253,AMAZONAS,MANAUS,NOSSA SENHORA APARECIDA,2018,janeiro,1,3.2,5.6,0.0,14.29,0.0,0.0,42.86,42.86,0.0,1/1/2018,Aegypti,"(-60.03135675873179, -3.132113922995038)"
254,AMAZONAS,MANAUS,NOSSA SENHORA APARECIDA,2019,fevereiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/2/2019,Aegypti,"(-60.03135675873179, -3.132113922995038)"
255,AMAZONAS,MANAUS,NOSSA SENHORA APARECIDA,2019,novembro,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/11/2019,Aegypti,"(-60.03135675873179, -3.132113922995038)"
256,AMAZONAS,MANAUS,NOSSA SENHORA APARECIDA,2020,fevereiro,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/2/2020,Aegypti,"(-60.03135675873179, -3.132113922995038)"
257,AMAZONAS,MANAUS,NOSSA SENHORA DAS GRACAS,2016,agosto,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/8/2016,Aegypti,
258,AMAZONAS,MANAUS,NOSSA SENHORA DAS GRACAS,2017,outubro,2,0.52,1.05,0.0,25.0,0.0,0.0,0.0,75.0,0.0,1/10/2017,Aegypti,
259,AMAZONAS,MANAUS,NOSSA SENHORA DAS GRACAS,2017,fevereiro,1,0.58,0.58,0.0,0.0,0.0,0.0,50.0,50.0,0.0,1/2/2017,Aegypti,
260,AMAZONAS,MANAUS,NOSSA SENHORA DAS GRACAS,2018,outubro,2,1.38,1.93,0.0,0.0,14.29,28.57,0.0,57.14,0.0,1/10/2018,Aegypti,
261,AMAZONAS,MANAUS,NOSSA SENHORA DAS GRACAS,2018,janeiro,1,1.38,1.93,0.0,0.0,14.29,28.57,0.0,57.14,0.0,1/1/2018,Aegypti,
262,AMAZONAS,MANAUS,NOSSA SENHORA DAS GRACAS,2019,fevereiro,1,3.72,4.96,0.0,16.67,33.33,0.0,0.0,50.0,0.0,1/2/2019,Aegypti,
263,AMAZONAS,MANAUS,NOSSA SENHORA DAS GRACAS,2019,novembro,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/11/2019,Aegypti,
264,AMAZONAS,MANAUS,NOSSA SENHORA DAS GRACAS,2020,fevereiro,1,1.84,2.45,0.0,25.0,12.5,0.0,0.0,62.5,0.0,1/2/2020,Aegypti,
265,AMAZONAS,MANAUS,NOVA CIDADE,2016,agosto,2,0.67,0.56,0.0,33.33,11.11,0.0,0.0,55.56,0.0,1/8/2016,Aegypti,"(-59.96567448294771, -3.006879622610751)"
266,AMAZONAS,MANAUS,NOVA CIDADE,2017,outubro,2,1.26,2.63,0.0,17.39,21.74,4.35,0.0,56.52,0.0,1/10/2017,Aegypti,"(-59.96567448294771, -3.006879622610751)"
267,AMAZONAS,MANAUS,NOVA CIDADE,2017,fevereiro,1,3.59,4.4,0.0,34.21,39.47,0.0,2.63,23.68,0.0,1/2/2017,Aegypti,"(-59.96567448294771, -3.006879622610751)"
268,AMAZONAS,MANAUS,NOVA CIDADE,2018,outubro,2,3.92,5.3,0.0,46.0,14.0,0.0,6.0,34.0,0.0,1/10/2018,Aegypti,"(-59.96567448294771, -3.006879622610751)"
269,AMAZONAS,MANAUS,NOVA CIDADE,2018,janeiro,1,3.92,5.3,0.0,46.0,14.0,0.0,6.0,34.0,0.0,1/1/2018,Aegypti,"(-59.96567448294771, -3.006879622610751)"
270,AMAZONAS,MANAUS,NOVA CIDADE,2019,fevereiro,1,0.3,0.5,0.0,25.0,50.0,0.0,0.0,25.0,0.0,1/2/2019,Aegypti,"(-59.96567448294771, -3.006879622610751)"
271,AMAZONAS,MANAUS,NOVA CIDADE,2019,novembro,2,1.61,3.23,0.0,28.57,14.29,0.0,21.43,35.71,0.0,1/11/2019,Aegypti,"(-59.96567448294771, -3.006879622610751)"
272,AMAZONAS,MANAUS,NOVA CIDADE,2020,fevereiro,1,0.67,0.89,0.0,62.5,25.0,0.0,0.0,12.5,0.0,1/2/2020,Aegypti,"(-59.96567448294771, -3.006879622610751)"
273,AMAZONAS,MANAUS,NOVA ESPERANCA,2016,agosto,2,1.4,1.75,0.0,40.0,20.0,0.0,0.0,40.0,0.0,1/8/2016,Aegypti,"(-60.05981990830443, -3.074373566113199)"
274,AMAZONAS,MANAUS,NOVA ESPERANCA,2017,outubro,2,2.4,3.42,0.0,50.0,40.0,0.0,0.0,10.0,0.0,1/10/2017,Aegypti,"(-60.05981990830443, -3.074373566113199)"
275,AMAZONAS,MANAUS,NOVA ESPERANCA,2017,fevereiro,1,3.68,4.78,0.0,15.38,23.08,23.08,7.69,30.77,0.0,1/2/2017,Aegypti,"(-60.05981990830443, -3.074373566113199)"
276,AMAZONAS,MANAUS,NOVA ESPERANCA,2018,outubro,2,3.36,5.6,0.0,13.33,26.67,6.67,13.33,40.0,0.0,1/10/2018,Aegypti,"(-60.05981990830443, -3.074373566113199)"
277,AMAZONAS,MANAUS,NOVA ESPERANCA,2018,janeiro,1,3.36,5.6,0.0,13.33,26.67,6.67,13.33,40.0,0.0,1/1/2018,Aegypti,"(-60.05981990830443, -3.074373566113199)"
278,AMAZONAS,MANAUS,NOVA ESPERANCA,2019,fevereiro,1,0.93,0.93,0.0,0.0,66.67,0.0,33.33,0.0,0.0,1/2/2019,Aegypti,"(-60.05981990830443, -3.074373566113199)"
279,AMAZONAS,MANAUS,NOVA ESPERANCA,2019,novembro,2,1.62,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/11/2019,Aegypti,"(-60.05981990830443, -3.074373566113199)"
280,AMAZONAS,MANAUS,NOVA ESPERANCA,2020,fevereiro,1,2.26,3.01,0.0,12.5,25.0,12.5,0.0,50.0,0.0,1/2/2020,Aegypti,"(-60.05981990830443, -3.074373566113199)"
281,AMAZONAS,MANAUS,NOVO ALEIXO,2016,agosto,2,1.16,0.21,0.0,60.0,15.0,5.0,5.0,15.0,0.0,1/8/2016,Aegypti,"(-59.94079262640714, -3.038582891874704)"
282,AMAZONAS,MANAUS,NOVO ALEIXO,2017,outubro,2,1.36,1.8,0.0,20.69,13.79,3.45,0.0,58.62,3.45,1/10/2017,Aegypti,"(-59.94079262640714, -3.038582891874704)"
283,AMAZONAS,MANAUS,NOVO ALEIXO,2017,fevereiro,1,2.34,2.93,0.0,28.89,24.44,0.0,11.11,35.56,0.0,1/2/2017,Aegypti,"(-59.94079262640714, -3.038582891874704)"
284,AMAZONAS,MANAUS,NOVO ALEIXO,2018,outubro,2,3.76,4.57,0.0,32.88,23.29,8.22,6.85,26.03,2.74,1/10/2018,Aegypti,"(-59.94079262640714, -3.038582891874704)"
285,AMAZONAS,MANAUS,NOVO ALEIXO,2018,janeiro,1,3.76,4.57,0.0,32.88,23.29,8.22,6.85,26.03,2.74,1/1/2018,Aegypti,"(-59.94079262640714, -3.038582891874704)"
286,AMAZONAS,MANAUS,NOVO ALEIXO,2019,fevereiro,1,1.6,2.0,0.0,24.24,21.21,0.0,12.12,42.42,0.0,1/2/2019,Aegypti,"(-59.94079262640714, -3.038582891874704)"
287,AMAZONAS,MANAUS,NOVO ALEIXO,2019,novembro,2,1.91,2.72,0.0,37.04,18.52,0.0,3.7,40.74,0.0,1/11/2019,Aegypti,"(-59.94079262640714, -3.038582891874704)"
288,AMAZONAS,MANAUS,NOVO ALEIXO,2020,fevereiro,1,1.18,1.48,0.0,15.0,20.0,5.0,15.0,45.0,0.0,1/2/2020,Aegypti,"(-59.94079262640714, -3.038582891874704)"
289,AMAZONAS,MANAUS,NOVO ISRAEL,2016,agosto,2,0.4,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1/8/2016,Aegypti,"(-60.01442282609464, -3.019537284727383)"
290,AMAZONAS,MANAUS,NOVO ISRAEL,2017,outubro,2,0.38,0.76,0.0,0.0,0.0,0.0,50.0,50.0,0.0,1/10/2017,Aegypti,"(-60.01442282609464, -3.019537284727383)"
291,AMAZONAS,MANAUS,NOVO ISRAEL,2017,fevereiro,1,3.57,8.33,0.0,35.71,0.0,0.0,0.0,64.29,0.0,1/2/2017,Aegypti,"(-60.01442282609464, -3.019537284727383)"
292,AMAZONAS,MANAUS,NOVO ISRAEL,2018,outubro,2,0.55,0.55,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1/10/2018,Aegypti,"(-60.01442282609464, -3.019537284727383)"
293,AMAZONAS,MANAUS,NOVO ISRAEL,2018,janeiro,1,0.55,0.55,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1/1/2018,Aegypti,"(-60.01442282609464, -3.019537284727383)"
294,AMAZONAS,MANAUS,NOVO ISRAEL,2019,fevereiro,1,2.1,2.9,0.0,50.0,0.0,0.0,0.0,50.0,0.0,1/2/2019,Aegypti,"(-60.01442282609464, -3.019537284727383)"
295,AMAZONAS,MANAUS,NOVO ISRAEL,2019,novembro,2,0.42,0.42,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1/11/2019,Aegypti,"(-60.01442282609464, -3.019537284727383)"
296,AMAZONAS,MANAUS,NOVO ISRAEL,2020,fevereiro,1,0.76,0.76,0.0,50.0,50.0,0.0,0.0,0.0,0.0,1/2/2020,Aegypti,"(-60.01442282609464, -3.019537284727383)"
297,AMAZONAS,MANAUS,PARQUE 10 DE NOVEMBRO,2016,agosto,2,0.19,0.57,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1/8/2016,Aegypti,"(-59.98718576501398, -3.06944757636663)"
298,AMAZONAS,MANAUS,PARQUE 10 DE NOVEMBRO,2017,outubro,2,1.96,3.52,0.0,25.93,0.0,7.41,18.52,48.15,0.0,1/10/2017,Aegypti,"(-59.98718576501398, -3.06944757636663)"
299,AMAZONAS,MANAUS,PARQUE 10 DE NOVEMBRO,2017,fevereiro,1,1.15,1.27,0.0,30.0,10.0,0.0,40.0,20.0,0.0,1/2/2017,Aegypti,"(-59.98718576501398, -3.06944757636663)"
300,AMAZONAS,MANAUS,PARQUE 10 DE NOVEMBRO,2018,outubro,2,3.33,4.73,0.0,6.82,18.18,9.09,2.27,63.64,0.0,1/10/2018,Aegypti,"(-59.98718576501398, -3.06944757636663)"
301,AMAZONAS,MANAUS,PARQUE 10 DE NOVEMBRO,2018,janeiro,1,3.33,4.73,0.0,6.82,18.18,9.09,2.27,63.64,0.0,1/1/2018,Aegypti,"(-59.98718576501398, -3.06944757636663)"
302,AMAZONAS,MANAUS,PARQUE 10 DE NOVEMBRO,2019,fevereiro,1,1.69,2.39,0.0,5.88,29.41,5.88,0.0,58.82,0.0,1/2/2019,Aegypti,"(-59.98718576501398, -3.06944757636663)"
303,AMAZONAS,MANAUS,PARQUE 10 DE NOVEMBRO,2019,novembro,2,1.08,1.8,0.0,33.33,26.67,0.0,6.67,33.33,0.0,1/11/2019,Aegypti,"(-59.98718576501398, -3.06944757636663)"
304,AMAZONAS,MANAUS,PARQUE 10 DE NOVEMBRO,2020,fevereiro,1,1.21,2.01,0.0,33.33,20.0,13.33,0.0,26.67,6.67,1/2/2020,Aegypti,"(-59.98718576501398, -3.06944757636663)"
305,AMAZONAS,MANAUS,PETROPOLIS,2016,agosto,2,1.27,1.65,0.0,30.77,15.38,0.0,0.0,53.85,0.0,1/8/2016,Aegypti,"(-59.98868462913721, -3.093508724973419)"
306,AMAZONAS,MANAUS,PETROPOLIS,2017,outubro,2,1.13,1.69,0.0,33.33,0.0,8.33,8.33,50.0,0.0,1/10/2017,Aegypti,"(-59.98868462913721, -3.093508724973419)"
307,AMAZONAS,MANAUS,PETROPOLIS,2017,fevereiro,1,0.61,0.91,0.0,33.33,0.0,0.0,0.0,66.67,0.0,1/2/2017,Aegypti,"(-59.98868462913721, -3.093508724973419)"
308,AMAZONAS,MANAUS,PETROPOLIS,2018,outubro,2,0.85,1.14,0.0,37.5,25.0,12.5,0.0,25.0,0.0,1/10/2018,Aegypti,"(-59.98868462913721, -3.093508724973419)"
309,AMAZONAS,MANAUS,PETROPOLIS,2018,janeiro,1,0.85,1.14,0.0,37.5,25.0,12.5,0.0,25.0,0.0,1/1/2018,Aegypti,"(-59.98868462913721, -3.093508724973419)"
310,AMAZONAS,MANAUS,PETROPOLIS,2019,fevereiro,1,2.79,4.64,0.0,6.67,0.0,10.0,13.33,70.0,0.0,1/2/2019,Aegypti,"(-59.98868462913721, -3.093508724973419)"
311,AMAZONAS,MANAUS,PETROPOLIS,2019,novembro,2,1.13,1.13,0.0,50.0,0.0,0.0,0.0,50.0,0.0,1/11/2019,Aegypti,"(-59.98868462913721, -3.093508724973419)"
312,AMAZONAS,MANAUS,PETROPOLIS,2020,fevereiro,1,1.28,2.25,0.0,42.86,0.0,7.14,7.14,42.86,0.0,1/2/2020,Aegypti,"(-59.98868462913721, -3.093508724973419)"
